codmun;municipio;UF;codpre;prestadora;sigla;abrangencia;natureza;servico
250620;Frei Martinho;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250620;Frei Martinho;PB;25062011;Prefeitura Municipal de Frei Martinho;PMFM;Local;Administração pública direta;E       
260580;Frei Miguelinho;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
280230;Frei Paulo;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
312700;Fronteira;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
312705;Fronteira dos Vales;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
220430;Fronteiras;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
312707;Fruta de Leite;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
312710;Frutal;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
240400;Frutuoso Gomes;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
320220;Fundão;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;AE
312720;Funilândia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
351650;Gabriel Monteiro;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
250625;Gado Bravo;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
351660;Gália;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
420560;Galvão;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
420560;Galvão;SC;42056011;Prefeitura Municipal de Galvão;PMG;Local;Administração pública direta;E       
260590;Gameleira;PE;26059011;Serviço Autônomo de A e Esgoto da Gameleira;SAAEG;Local;Autarquia;A         
520815;Gameleira de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
291120;Gandu;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
260600;Garanhuns;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
280240;Gararu;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
351670;Garça;SP;35167011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
430860;Garibaldi;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
430860;Garibaldi;RS;43086011;Prefeitura Municipal de Garibaldi;PMG;Local;Administração pública direta;E       
420570;Garopaba;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
150307;Garrafão do Norte;PA;15030711;Prefeitura Municipal de Garrafão do Norte;PMGN;Local;Administração pública direta;A         
430865;Garruchos;RS;43086511;Prefeitura Municipal de Garruchos;PMG;Local;Administração pública direta;A         
420580;Garuva;SC;42058011;Prefeitura Municipal de Garuva;PMG;Local;Administração pública direta;A         
420590;Gaspar;SC;42059011;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
351680;Gastão Vidigal;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
430870;Gaurama;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
291125;Gavião;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
291125;Gavião;BA;29112511;Prefeitura Municipal de Gavião;pmg;Local;Administração pública direta;E       
351685;Gavião Peixoto;SP;35168511;Prefeitura Municipal de Gavião Peixoto;PMGP;Local;Administração pública direta;AE
430880;General Câmara;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
410850;General Carneiro;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
510390;General Carneiro;MT;51039011;Prefeitura Municipal de General Carneiro;PMGC;Local;Administração pública direta;A         
280250;General Maynard;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
351690;General Salgado;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
230460;General Sampaio;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
430885;Gentil;RS;43088511;Prefeitura Municipal de Gentil;PMG;Local;Administração pública direta;A         
291130;Gentio do Ouro;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
351700;Getulina;SP;35170011;Prefeitura Municipal de Getulina;PMG;Local;Administração pública direta;AE
430890;Getúlio Vargas;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
220440;Gilbués;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
270290;Girau do Ponciano;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
430900;Giruá;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
312735;Glaucilândia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
351710;Glicério;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
291140;Glória;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
291140;Glória;BA;29114011;Prefeitura Municipal de Glória;PMG;Local;Administração pública direta;E       
510395;Glória D Oeste;MT;51039511;Prefeitura Municipal de Glória D'Oeste;PMGD;Local;Administração pública direta;A         
260610;Glória do Goitá;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
430905;Glorinha;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
210430;Godofredo Viana;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
410855;Godoy Moreira;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
312737;Goiabeira;MG;31273711;Prefeitura Municipal de Goiabeira;PMG;Local;Administração pública direta;AE
260620;Goiana;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
312738;Goianá;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312738;Goianá;MG;31273811;Prefeitura Municipal de Goianá;PMG;Local;Administração pública direta;E       
520840;Goianápolis;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
520850;Goiandira;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
520860;Goianésia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
520870;Goiânia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
240420;Goianinha;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
520880;Goianira;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
170830;Goianorte;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
520890;Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
170900;Goiatins;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
520910;Goiatuba;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
410860;Goioerê;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
410865;Goioxim;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
312740;Gonçalves;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
210440;Gonçalves Dias;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
291150;Gongogi;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
312750;Gonzaga;MG;31275011;Prefeitura Municipal de Gonzaga;PMG;Local;Administração pública direta;AE
312760;Gouveia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312760;Gouveia;MG;31276011;Prefeitura Municipal de Gouveia;PMG;Local;Administração pública direta;E       
520915;Gouvelândia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
210450;Governador Archer;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
420600;Governador Celso Ramos;SC;42060011;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
240430;Governador Dix-Sept Rosado;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
210460;Governador Eugênio Barros;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
320225;Governador Lindenberg;ES;32022511;Prefeitura Municipal de Governador Lindenberg;PMGL;Local;Administração pública direta;AE
210462;Governador Luiz Rocha;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
291160;Governador Mangabeira;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
210465;Governador Newton Bello;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
312770;Governador Valadares;MG;31277011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
230465;Graça;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
210470;Graça Aranha;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
280260;Gracho Cardoso;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
210480;Grajaú;MA;21048011;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
430910;Gramado;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
430912;Gramado dos Loureiros;RS;43091211;Prefeitura Municipal de Gramado dos Loureiros;PMGL;Local;Administração pública direta;A         
430915;Gramado Xavier;RS;43091511;Prefeitura Municipal de Gramado Xavier;PMGX;Local;Administração pública direta;A         
410870;Grandes Rios;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
260630;Granito;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
260630;Granito;PE;26063011;Prefeitura Municipal de Granito;PMG;Local;Administração pública direta;E       
230470;Granja;CE;23047011;Prefeitura Municipal de Granja;PMG;Local;Administração pública direta;AE
230480;Granjeiro;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
312780;Grão Mogol;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
312780;Grão Mogol;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
420610;Grão Pará;SC;42061011;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
260640;Gravatá;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
