CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
230400;Coreaú;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,24;2,44;344,17;1,82;1,81;1,88;56,18;-1,57;54,66;163.836,46;133,76;60,44;97,29;0,00;24,80;45,19;72,73;4,13;5,57;18,54;83,04;13,85;3,11;116,03;7,24;654,49;652,01;0,95;1.053,44;1,14;76,60;0,46;44,32;68,41;1,00;95,80;100,00;99,99;66,97;100,00;100,00;66,97;12,12;8,12;8,12;12,17;97,09;0,23;8,16;100,38;-0,38;33,03;14,45;132,17;8,57;13,23;13,23;16,67;100,00;16,67;12,84;0,20;;6,67;;;;;112,47;22,36;0,25;26,60;59,39;10,94;9,74;;;;;;;;;
230410;Crateús;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,43;3,04;411,09;1,92;2,08;1,48;43,46;-0,63;51,64;69.111,39;158,08;40,43;118,80;1,69;29,16;25,57;75,15;5,86;5,53;18,45;77,38;19,17;3,46;70,29;113,13;223,70;220,95;1,54;657,36;2,20;63,95;0,33;55,85;77,25;1,01;93,26;100,00;100,00;65,43;100,00;100,00;65,43;14,14;9,25;9,25;11,92;120,15;0,56;7,76;84,28;15,72;34,57;19,28;163,09;26,07;36,06;36,06;32,82;100,00;32,82;17,00;0,28;;22,33;;;;;32,57;101,13;0,00;100,96;1,00;100,85;0,14;;;;;;;;;
230423;Croatá;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,42;2,18;309,64;2,05;2,05;2,06;60,03;11,33;38,28;126.005,35;106,29;28,90;63,77;0,00;34,90;27,19;59,99;10,91;1,18;32,83;81,74;15,34;2,93;129,94;3,31;678,35;667,92;0,68;1.496,67;0,83;83,73;0,38;27,20;51,37;1,02;92,72;0,00;100,00;59,17;100,00;0,00;59,17;15,40;9,11;9,11;12,14;109,96;0,54;8,01;78,83;21,17;40,83;23,77;210,08;6,11;11,55;11,55;17,47;100,00;17,47;13,90;0,43;;29,20;;48,00;;;28,98;113,89;0,00;113,89;4,47;102,78;2,70;;;;;;;;;
230425;Cruz;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,16;2,47;357,01;1,97;1,97;;62,14;-3,19;49,42;197.993,70;125,56;45,65;79,53;0,00;23,44;36,35;63,34;13,08;2,24;18,66;96,46;;3,54;81,83;3,48;875,53;862,18;0,67;1.525,50;0,67;83,33;0,55;30,89;72,57;1,02;95,67;0,00;100,00;62,90;100,00;0,00;62,90;14,02;8,82;8,82;12,05;112,01;0,51;11,65;85,98;14,02;37,10;13,73;173,67;;;;;;;;;;37,00;;30,00;;;14,11;99,79;0,63;99,79;3,34;99,79;0,42;;;;;;;;;
230427;Ererê;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;2,96;1,81;283,94;2,04;2,04;;68,95;0,85;41,58;120.357,34;88,98;32,18;60,31;0,00;18,75;36,17;67,78;14,93;0,51;21,07;97,68;;2,32;73,08;1,87;625,41;621,67;0,86;1.172,00;0,86;110,81;0,46;43,33;85,71;1,01;95,95;0,00;100,00;104,43;100,00;0,00;104,43;9,60;10,03;10,03;13,04;119,32;0,80;9,38;135,76;-35,76;;;;;;;;;;;;;;;;;;75,27;414,29;0,00;400,00;49,77;106,91;3,45;;;;;;;;;
230428;Eusébio;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,09;1,56;315,66;2,94;2,97;2,51;95,28;10,85;33,38;233.342,68;53,08;22,18;35,04;0,00;12,06;41,80;66,01;1,37;6,60;22,72;91,17;5,98;2,85;98,47;12,63;1.119,90;1.098,77;0,58;1.768,62;0,64;167,47;0,49;69,87;69,87;1,02;94,24;0,00;100,00;78,99;100,00;100,00;78,99;22,08;17,44;17,44;17,28;202,87;0,00;13,26;78,23;21,77;21,01;10,28;155,76;8,00;8,00;8,00;6,66;100,00;6,66;36,33;0,70;;19,06;;;;;240,00;421,99;0,00;99,29;0,00;99,29;0,00;;;;;;;;;
230430;Farias Brito;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,47;2,62;339,66;1,94;1,94;;55,86;3,54;46,06;156.390,04;135,18;53,76;82,45;0,00;30,62;39,77;61,00;18,06;2,54;22,65;95,95;;4,05;81,96;3,83;754,83;746,61;0,87;1.157,80;0,87;72,75;0,42;30,33;64,99;1,01;94,73;79,79;99,98;69,71;100,00;0,00;69,71;10,25;7,13;7,13;10,79;98,54;1,18;6,21;105,52;-5,52;30,29;15,93;102,95;;;;;;;;;;;;;;;62,10;597,48;1,11;566,59;53,67;119,04;1,93;;;;;;;;;
230435;Forquilha;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,14;2,44;351,91;1,80;1,83;1,68;57,41;-4,06;50,81;193.494,22;135,25;56,11;88,51;0,00;24,18;41,48;65,44;11,80;8,23;17,88;80,94;15,98;3,08;108,39;7,89;840,23;831,17;0,76;1.325,40;0,98;77,63;0,31;62,70;88,28;1,01;95,62;100,00;100,00;103,11;100,00;0,00;103,11;11,34;11,70;11,70;12,67;133,11;1,22;6,22;111,73;-11,73;;;;20,87;29,39;29,39;17,90;100,00;17,90;11,57;0,13;;65,64;;81,00;;;36,73;100,00;0,23;95,27;14,66;100,00;0,23;;;;;;;;;
230440;Fortaleza;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,10;1,51;241,39;2,54;2,50;2,64;82,02;-11,19;28,35;164.733,97;59,58;21,81;34,57;17,23;13,79;36,60;58,02;8,12;7,26;23,14;64,79;32,24;2,96;108,01;1.092,92;1.176,18;876,37;0,72;1.864,34;1,08;146,07;0,25;84,22;84,22;1,29;92,23;100,00;99,99;54,26;100,00;100,00;54,27;21,91;11,36;11,36;14,12;136,78;0,41;5,73;67,46;32,54;45,73;65,32;405,35;47,50;47,50;47,50;51,33;100,00;51,33;6,46;0,25;;41,94;;10,33;;;66,60;120,91;0,08;106,69;0,31;111,52;2,70;;;;;;;;;
230445;Fortim;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;4,30;2,47;363,22;1,94;1,94;;44,97;0,12;35,12;216.074,19;127,71;50,27;78,10;0,00;29,87;39,36;61,15;14,18;4,92;23,39;96,57;;3,43;93,65;3,11;972,75;956,02;0,67;1.511,25;0,67;78,67;0,33;38,99;60,13;1,02;97,72;0,00;100,00;76,79;100,00;0,00;76,79;11,79;9,05;9,05;12,25;118,24;1,09;11,39;103,89;-3,89;23,21;7,77;91,53;;;;;;;;;;48,25;;;;;65,24;913,82;0,00;883,87;93,25;107,83;0,21;;;;;;;;;
230450;Frecheirinha;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,79;2,63;372,20;2,02;2,03;1,96;53,42;7,88;46,93;186.860,37;129,86;51,85;87,86;2,13;23,76;39,93;67,66;15,65;2,41;18,30;86,58;9,21;4,21;125,17;5,08;742,04;730,54;0,81;1.257,33;0,90;71,38;0,31;51,67;87,92;1,02;93,40;0,00;99,92;54,16;99,98;0,00;54,17;14,97;8,11;8,11;11,87;127,47;1,15;4,29;79,32;20,68;45,83;49,13;229,49;7,02;11,95;11,95;12,04;100,00;12,04;15,05;0,23;;21,36;;878,00;;;37,64;42,94;0,11;39,38;12,48;6,64;2,59;;;;;;;;;
230460;General Sampaio;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,66;2,84;428,74;2,10;2,10;;57,31;1,36;45,17;127.723,76;135,06;44,99;78,80;1,89;16,50;33,31;58,35;31,76;1,84;12,21;97,33;;2,67;95,27;2,63;510,57;499,35;1,14;894,33;1,14;72,61;0,33;58,66;100,00;1,02;91,69;100,00;100,00;57,93;100,00;0,00;57,93;16,20;9,38;9,38;12,60;107,52;2,13;7,41;77,85;22,15;42,07;30,03;228,87;;;;;;;;;;8,33;;;;;240,00;65,71;0,00;62,73;78,22;102,78;26,58;;;;;;;;;
230465;Graça;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,81;1,96;254,39;1,79;1,80;1,78;63,91;0,73;48,84;194.025,28;109,28;32,18;76,43;0,00;18,93;29,45;69,94;15,47;2,42;17,32;88,93;8,93;2,14;72,12;2,37;1.090,57;1.080,67;0,39;2.590,00;0,43;90,11;0,51;34,51;89,32;1,01;95,62;100,00;100,00;96,91;100,00;0,00;96,91;7,36;7,13;7,13;10,96;104,07;0,91;7,69;148,93;-48,93;3,09;0,87;7,53;4,26;11,02;11,02;11,32;100,00;11,32;22,05;0,60;;89,40;;648,00;;;28,97;33,02;0,19;30,88;8,55;84,28;0,45;;;;;;;;;
230480;Granjeiro;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;5,00;3,45;489,58;1,74;1,94;1,11;34,84;-14,06;57,25;134.714,67;198,13;115,93;164,31;0,00;20,33;58,51;82,93;5,29;4,40;10,26;82,05;14,47;3,47;149,75;2,83;331,81;327,57;2,15;470,25;3,01;58,67;0,43;26,55;89,71;1,02;92,23;100,00;100,00;67,58;100,00;100,00;67,58;12,72;8,59;8,59;12,59;157,81;0,51;17,05;99,03;0,97;32,42;7,63;137,75;10,95;36,99;36,99;34,71;100,00;34,71;10,28;0,19;;;;;;;24,12;104,53;0,52;100,92;57,66;120,18;2,67;;;;;;;;;
230490;Groaíras;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,92;3,01;424,97;1,91;1,91;;48,85;-2,54;49,03;169.650,70;157,35;75,56;100,37;1,30;24,78;48,02;63,79;20,27;3,21;15,75;97,29;;2,71;81,56;4,65;625,85;622,84;1,21;831,29;1,21;65,25;0,36;65,57;94,79;1,00;95,00;100,00;99,98;71,84;99,99;100,00;71,85;11,13;8,00;8,00;11,75;109,13;1,81;9,36;105,61;-5,61;28,15;10,33;103,49;;;;;;;;;;30,17;;32,00;;;240,00;99,60;7,17;98,41;67,34;100,00;4,76;;;;;;;;;
230495;Guaiúba;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,43;2,38;347,18;2,08;2,06;2,22;60,49;1,87;41,64;132.728,01;114,48;36,56;68,84;13,78;24,37;31,94;60,13;4,05;14,95;21,29;86,30;11,21;2,49;99,19;8,47;635,80;626,24;0,85;1.197,00;0,99;76,60;0,44;50,90;64,96;1,02;97,06;100,00;100,00;102,25;100,00;100,00;102,25;10,12;10,26;10,26;12,61;111,48;0,20;7,85;125,71;-25,71;;;;8,58;10,96;10,96;12,96;100,00;12,96;13,79;0,79;;21,42;;;;;236,69;158,23;0,08;269,35;67,56;99,70;10,15;;;;;;;;;
230500;Guaraciaba do Norte;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,67;1,92;184,53;1,99;2,00;1,87;74,52;-2,73;53,28;128.695,43;96,70;39,20;71,50;0,00;21,27;40,54;73,94;1,23;5,71;22,00;87,17;8,58;4,25;93,88;6,38;943,22;932,81;0,59;1.720,57;0,66;106,99;0,50;28,43;61,72;1,01;93,39;0,00;100,00;72,15;100,00;100,00;72,15;10,52;7,59;7,59;8,18;99,37;0,02;9,32;77,82;22,18;27,85;9,40;97,27;4,22;9,15;9,15;11,36;100,00;11,36;22,54;0,26;;21,46;;;;;46,55;103,26;0,70;103,26;0,00;101,09;0,00;;;;;;;;;
230510;Guaramiranga;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,61;2,65;368,56;2,44;2,44;2,44;67,65;0,33;56,68;166.408,32;108,55;44,60;83,78;0,00;16,12;41,08;77,19;6,65;5,52;14,85;64,88;33,01;2,11;97,53;1,88;584,97;527,48;1,01;1.099,00;1,64;91,18;0,43;33,84;56,48;1,10;81,01;0,00;100,00;81,95;100,00;0,00;81,95;10,47;8,58;8,58;12,52;122,15;0,32;8,38;119,58;-19,58;18,05;7,62;68,56;17,65;29,47;29,47;53,08;100,00;53,08;4,79;0,98;;28,00;;;;;51,15;1.296,95;1,00;295,80;0,90;155,56;0,00;;;;;;;;;
230520;Hidrolândia;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,59;2,36;295,03;1,99;1,99;;55,51;14,92;40,00;203.573,20;118,46;41,50;72,07;0,00;19,38;35,03;60,83;15,38;11,38;16,36;98,09;;1,91;108,52;3,47;1.134,23;1.128,04;0,51;1.969,50;0,51;71,42;0,30;50,64;88,53;1,01;95,25;100,00;99,99;100,57;99,99;0,00;100,58;8,10;8,15;8,15;10,42;99,67;1,54;7,87;128,58;-28,58;;;;;;;;;;;;;42,06;;;;;39,41;24,92;27,16;35,12;78,42;11,91;20,89;;;;;;;;;
230523;Horizonte;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,18;2,11;323,71;2,68;2,03;6,47;84,50;4,82;33,33;182.827,74;78,52;24,73;39,44;0,00;20,40;31,49;50,22;17,61;5,08;25,98;62,68;34,24;3,08;101,51;16,75;1.124,54;1.096,32;0,57;1.793,57;0,63;121,40;0,29;69,74;75,39;1,03;97,94;0,00;100,00;59,56;100,00;100,00;59,56;16,67;9,85;9,85;12,03;118,04;1,05;8,58;72,70;27,30;40,44;22,93;225,81;7,64;8,26;8,26;18,74;100,00;18,74;4,86;0,23;;343,48;;122,00;;;139,44;139,34;0,02;620,74;85,87;260,94;2,25;;;;;;;;;
230530;Ibiapina;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;2,78;2,07;288,18;1,85;1,85;;66,71;-1,89;39,61;163.264,84;111,76;40,06;59,37;0,00;23,74;35,84;53,12;23,88;4,58;21,24;96,95;;3,05;77,70;3,70;1.066,55;1.066,28;0,63;1.580,60;0,63;91,50;0,28;38,11;84,46;1,00;94,72;0,00;100,00;59,15;100,00;100,00;59,15;13,71;8,11;8,11;11,59;116,12;1,48;11,57;84,56;15,44;40,85;14,55;184,19;;;;;;;;;;26,62;;;;;27,54;102,17;3,55;102,54;0,00;101,45;1,07;;;;;;;;;
230533;Ibicuitinga;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,33;2,95;434,43;1,83;1,83;;54,92;-2,44;48,35;257.193,49;161,16;53,02;88,04;0,00;30,13;32,90;54,63;25,37;5,29;18,70;96,86;;3,14;104,44;3,32;1.083,77;979,28;0,62;1.799,50;0,62;64,42;0,30;43,90;86,66;1,11;96,55;100,00;100,00;83,24;100,00;0,00;83,24;11,70;9,49;9,49;12,27;198,90;2,60;14,20;107,61;-7,61;16,76;4,48;69,55;;;;;;;;;;90,90;;96,00;;;121,55;100,24;0,05;98,68;24,56;110,83;3,01;;;;;;;;;
230560;Independência;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,33;2,55;354,85;1,92;1,92;1,96;57,80;-1,84;50,62;226.408,56;132,75;46,27;87,57;0,00;30,93;34,86;65,97;9,09;5,81;23,30;80,01;17,97;2,02;76,30;5,68;967,19;956,27;0,55;1.830,50;0,71;76,52;0,36;37,22;82,97;1,01;94,20;100,00;100,00;77,84;100,00;100,00;77,84;10,70;8,32;8,32;12,15;111,04;0,81;7,40;113,64;-13,64;22,16;9,83;78,59;10,40;23,18;23,18;21,99;100,00;21,99;12,31;0,43;;27,00;;;;;63,91;99,45;0,00;99,36;98,54;101,19;2,06;;;;;;;;;
230570;Ipaumirim;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,72;2,20;286,17;2,00;2,00;;53,67;12,03;37,95;174.137,40;110,01;42,08;70,71;0,00;19,30;38,25;64,28;20,84;1,58;17,55;95,84;;4,16;226,21;2,52;946,73;944,95;0,63;1.591,00;0,63;81,30;0,44;49,69;83,66;1,00;94,57;0,00;99,98;65,66;99,99;0,00;65,67;9,61;6,31;6,31;10,84;79,80;1,17;7,45;112,80;-12,80;34,33;13,63;108,70;;;;;;;;;;;;;;;163,15;435,39;0,95;370,02;0,60;118,70;2,09;;;;;;;;;
230600;Iracema;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,32;2,30;342,61;2,00;2,00;;60,24;-0,53;45,25;149.958,34;115,15;38,97;75,12;6,36;20,87;33,84;65,23;11,26;8,72;18,13;96,23;;3,77;80,57;5,78;670,97;662,49;0,78;1.293,33;0,78;84,10;0,60;59,07;82,55;1,01;94,81;100,00;98,37;51,55;99,54;100,00;51,79;17,55;9,09;9,19;12,41;141,11;0,31;4,90;70,70;29,30;48,21;56,79;281,64;;;;;;;;;;102,75;;;;;240,00;92,98;0,21;90,91;89,07;106,07;19,27;;;;;;;;;
230610;Irauçuba;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;11,00;3,90;240,80;1,26;1,26;;11,45;-7,54;22,16;113.061,81;309,31;152,35;193,46;16,03;51,21;49,25;62,54;16,14;8,33;16,56;96,41;;3,59;330,81;4,44;750,71;687,26;1,15;953,29;1,15;33,24;0,38;38,89;60,54;1,09;94,52;100,00;100,00;73,92;100,00;0,00;73,92;4,42;3,15;3,15;5,15;34,44;1,93;6,50;120,89;-20,89;26,08;5,54;39,90;;;;;;;;;;;;;;;44,84;57,44;0,00;49,48;97,67;71,78;12,39;;;;;;;;;
230620;Itaiçaba;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,85;2,74;403,50;2,05;2,05;;53,31;4,39;49,22;179.745,95;133,39;51,72;92,34;0,00;23,72;38,77;69,22;13,06;3,41;17,78;95,03;;4,97;104,74;1,79;643,54;635,70;0,88;1.149,00;0,88;73,96;0,52;30,03;51,35;1,01;95,08;100,00;99,96;73,97;100,00;100,00;73,97;11,33;8,38;8,38;12,28;120,36;0,75;12,42;108,44;-8,44;26,03;7,42;98,12;;;;;;;;;;14,00;;;;;126,94;80,10;0,10;79,28;6,86;104,61;4,41;;;;;;;;;
230625;Itaitinga;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,24;2,02;293,88;3,52;3,54;2,09;108,84;1,13;38,95;189.965,14;57,22;20,73;35,78;0,00;17,57;36,23;62,54;4,42;4,29;30,70;96,19;0,72;3,09;106,89;12,95;1.033,57;1.009,93;0,57;1.784,20;0,59;172,81;0,33;79,92;80,48;1,02;96,00;100,00;100,00;63,95;100,00;100,00;63,95;15,04;9,62;9,62;12,25;138,39;0,22;12,65;81,43;18,57;36,05;12,83;182,54;1,88;1,90;1,90;1,41;100,00;1,41;10,64;0,30;;15,08;;;;;240,00;161,35;0,00;243,07;8,43;260,71;1,83;;;;;;;;;
230640;Itapipoca;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,52;2,26;312,09;1,11;1,23;0,81;31,51;-9,56;42,15;67.218,51;204,40;55,89;133,78;2,42;48,89;27,34;65,45;11,20;4,04;23,92;71,96;19,12;8,92;66,42;101,73;329,07;303,60;1,38;787,68;1,99;56,76;0,35;46,52;80,69;1,07;90,52;100,00;99,98;63,29;100,00;0,00;63,29;14,65;9,27;9,27;12,06;110,96;0,73;10,04;82,33;17,67;36,71;18,28;188,66;23,24;40,32;40,32;42,19;100,00;42,19;5,09;0,43;;28,75;;;;;118,84;8,25;0,50;8,54;88,56;84,66;12,24;;;;;;;;;
230650;Itapiúna;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,12;2,73;423,80;1,91;1,91;;61,20;-4,30;49,71;262.176,37;143,29;49,84;81,22;0,00;28,30;34,78;56,68;13,36;13,05;19,75;96,13;;3,87;112,19;3,26;1.091,35;1.066,96;0,58;1.778,50;0,58;74,19;0,33;38,72;81,78;1,02;92,85;100,00;100,00;60,24;100,00;100,00;60,24;15,31;9,22;9,22;12,92;142,25;0,93;5,85;84,43;15,57;39,76;32,34;204,63;;;;;;;;;;21,73;;;;;240,00;101,33;0,04;99,02;93,57;108,33;8,92;;;;;;;;;
230655;Itarema;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,09;2,06;317,43;2,23;2,18;2,50;72,08;0,68;42,92;158.705,97;92,35;33,11;59,56;4,57;20,23;35,85;64,49;15,98;0,81;21,90;82,98;13,78;3,23;575,86;4,50;775,32;760,86;0,73;1.394,60;0,85;103,32;0,44;22,61;53,15;1,01;95,46;0,00;99,98;55,98;99,99;0,00;55,98;18,95;10,61;10,61;13,13;110,05;0,53;4,57;69,27;30,73;44,02;51,18;278,04;4,29;10,09;10,09;14,49;100,00;14,49;33,91;0,74;;43,60;;;;;144,95;231,79;0,08;226,43;0,16;102,33;2,27;;;;;;;;;
230660;Itatira;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;10,99;5,48;297,15;1,47;1,47;;13,41;-4,90;35,02;;371,96;55,66;261,14;0,00;57,71;14,96;70,21;22,14;2,20;15,51;93,99;;6,01;237,16;;263,64;263,21;;;;29,41;0,40;9,03;17,92;1,00;94,34;0,00;99,92;77,02;100,00;0,00;77,02;4,67;3,59;3,59;4,52;38,74;2,92;12,62;96,88;3,12;22,98;2,42;35,27;;;;;;;;;;44,00;;;;;39,80;254,17;0,00;239,81;8,49;114,81;1,61;;;;;;;;;
230670;Jaguaretama;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,72;2,66;363,77;1,82;1,83;1,54;48,92;-3,40;50,95;236.160,71;146,32;53,82;104,15;8,12;30,96;36,78;71,18;6,48;4,99;21,16;95,06;2,30;2,63;72,60;3,87;912,10;901,90;0,57;1.765,00;0,60;67,29;0,24;40,15;84,70;1,01;94,31;100,00;100,00;89,48;100,00;100,00;89,48;10,44;9,03;9,03;11,50;140,32;0,79;11,80;113,89;-13,89;10,52;2,89;35,30;1,59;3,36;3,36;2,23;100,00;2,23;52,58;0,58;;12,22;;289,00;;;30,98;107,58;0,06;106,40;59,72;98,91;1,47;;;;;;;;;
230680;Jaguaribara;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,45;2,14;302,94;1,94;1,93;1,98;43,64;2,27;32,15;288.077,11;110,12;36,38;73,68;1,32;18,93;33,03;66,91;15,35;4,19;17,19;63,80;33,67;2,53;79,82;3,04;1.421,26;1.396,58;0,35;2.878,67;0,60;87,72;0,31;69,35;100,00;1,02;91,80;100,00;100,00;53,11;100,00;100,00;53,11;18,51;9,71;9,71;13,19;107,25;1,13;20,18;72,14;27,86;46,89;14,08;286,59;56,64;81,67;81,67;52,49;100,00;52,49;21,96;0,00;;22,50;;;;;240,00;701,00;0,00;680,07;0,10;105,65;0,94;;;;;;;;;
230700;Jaguaruana;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;3,05;2,24;348,91;2,19;2,19;;71,89;-0,05;50,62;178.809,68;102,05;44,67;70,41;4,42;19,69;43,77;69,00;7,43;6,46;19,29;95,69;;4,31;83,88;7,88;742,78;731,93;0,87;1.170,80;0,87;96,06;0,30;42,15;71,01;1,01;96,01;100,00;99,25;74,77;99,84;100,00;74,89;17,17;12,81;12,89;13,00;161,27;0,42;10,03;76,03;23,97;25,11;13,78;143,29;;;;;;;;;;24,20;;;;;46,73;102,31;0,21;100,37;3,46;104,39;1,77;;;;;;;;;
230720;Jati;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água;5,04;3,06;468,19;2,32;2,32;;46,04;13,92;40,11;144.397,38;131,96;73,73;87,13;0,00;31,71;55,87;66,02;12,23;0,00;24,03;97,82;;2,18;138,98;2,95;467,14;465,62;1,82;552,00;1,82;65,51;0,38;45,91;78,34;1,00;94,46;0,00;100,00;65,45;100,00;0,00;65,45;12,61;8,25;8,25;12,75;100,79;1,01;6,04;101,12;-1,12;34,55;21,95;143,65;;;;;;;;;;;;;;;135,78;416,51;1,87;351,82;0,13;120,18;0,38;;;;;;;;;
230725;Jijoca de Jericoacoara;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,26;2,27;415,57;3,02;2,83;3,79;70,85;4,13;39,04;170.423,78;75,23;29,97;55,11;14,16;13,40;39,83;73,25;11,30;1,45;17,81;72,95;24,25;2,80;121,65;7,36;559,89;524,68;1,04;1.029,62;1,26;108,37;0,71;30,45;93,19;1,05;86,46;0,00;100,00;71,58;100,00;100,00;71,58;17,30;12,38;12,38;15,15;245,04;0,29;7,82;87,60;12,40;28,42;19,87;169,29;6,80;20,81;20,81;25,74;100,00;25,74;30,46;0,58;;19,31;;188,33;;;39,38;113,29;0,20;114,19;14,60;101,35;0,44;;;;;;;;;
230730;Juazeiro do Norte;CE;2;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,93;1,96;309,46;2,12;2,24;1,52;72,47;-0,01;41,39;95.986,54;92,28;30,04;57,12;1,77;21,09;32,55;61,90;16,38;1,54;22,85;84,83;11,46;3,71;106,53;205,40;501,07;489,81;1,07;952,98;1,35;107,46;0,31;82,42;85,79;1,02;93,73;0,00;99,49;44,13;99,86;0,00;44,19;21,46;9,48;9,52;13,80;110,58;0,78;11,55;64,28;35,72;55,81;33,15;401,91;21,10;21,97;21,97;23,83;100,00;23,83;6,93;0,23;;108,16;;;;;240,00;887,62;1,56;115,91;17,13;112,58;1,21;;;;;;;;;
